ID,News_Title,News_Text,Label
1708,PM Shehbaz directs reinstatement of BISP beneficiaries expelled from programme by PTI govt,Prime Minister Shehbaz Sharif on Wednesday issued directives for the reinstatement of eligible persons that were removed from the beneficiary list of the Benazir Income Support Programme (BISP) by the PTI-led government.,Real
1709,15th NA only met for 24 hours in a month,The Pakistan Institute of Legislative Development and Transparency (PILDAT) has observed that in nearly a month-long session of the 15th National Assembly only met for 24 hours and 10 minutes with an average time of two hours and three minutes per sitting.,Real
1710,LHC orders governor to complete Punjab CM-elect Hamzas oath-taking process by tomorrow,The Lahore High Court (LHC) on Wednesday instructed Punjab Governor Omar Sarfaraz Cheema to ensure the completion of the process of administering oath to Chief Minister-elect Hamza Shehbaz either himself or through a nominee on or before April 28 (Friday).,Real
1711,LHC wants governor to ensure CM takes oath today,"The Lahore High Court (LHC) on Wednesday advised the Punjab governor to ensure completion of the process of the administration of oath to chief minister-elect Hamza Shehbaz either himself or through his nominee not later than Thursday (today).
",Real
1712,SC holds hearings of G-B judges? pensions,The Supreme Court on Wednesday heard petitions regarding pensions and benefits of Gilgit-Baltistan (G-B) appellate court judges.,Real
1713,FSC gives govt five years to eliminate Riba,After the matter remained pending for 20 years the Federal Shariat Court (FSC) has finally declared that the prohibition of Riba was absolute in all its forms and manifestations according to the injunctions of Islam and in accordance with the Holy Quran and Sunnah. Therefore it should be eliminated from the country in five years.,Real
1714,PM Shehbaz arrives in Saudi Arabia for 3-day visit,Prime Minister Shehbaz Sharif arrived in Saudi Arabia on Thursday  his first foreign trip since assuming office ? on a three-day visit at the invitation of Saudi Crown Prince Mohammed bin Salman.,Real
1715,WATCH: Doors of Roza-e-Rasool (PBUH) opened for PM Shehbaz,The Saudi government Friday night opened the doors of Roza-e-Rasool (PBUH) for Prime Minister Shehbaz Sharif and his delegation.,Real
1716,Billionaire club dominates reconstituted EAC,Prime Minister Shehbaz Sharif has picked his key aides and members of the country?s billionaire club as members of the Economic Advisory Council to change the economic direction and end protectionist policies ? an objective that may make many new members of the body uncomfortable with.,Real
1717,Scrutiny of PML-N PPP accounts to take 8 weeks ECP told,The Election Commission of Pakistan was informed by its scrutiny committee head that the lag in concluding the foreign funding cases against the Pakistan Muslim League-Nawaz and the Pakistan Peoples Party was delay on behalf of the parties in providing the relevant records.,Real
1718,Zardari reportedly reaches Dubai after name removed from ECL,Former president Asif Ali Zardari reportedly reached Dubai on Thursday after his name was struck off the Exit Control List (ECL). According to Express News the PPP co-chairman left Islamabad for Dubai last night in a private aircraft.,Real
1719,Pakistani pilgrims arrested for sloganeering at Masjid-i-Nabwi: Saudi embassy,Some Pakistani pilgrims who hounded and chanted slogans against Prime Minister Shehbaz Sharif and his delegation at the Masjid-i-Nabwi in Madina have been arrested by Saudi authorities the media director of the Embassy of Saudi Arabia in Islamabad confirmed on Friday.,Real
1720,ECP seeks PEMRA?s record of Imran?s speech against CEC,Taking notice of allegations levelled against it by former prime minister Imran Khan the Election Commission of Pakistan (ECP) has asked the Pakistan Electronic Media Regulatory Authority (PEMRA) for the record of his address during a workers? convention in Peshawar on April 26.,Real
1721,Imran urges people to pray for their freedom,Former prime minister Imran Khan while addressing a prayer ceremony held on the 27th of Ramadan called on the nation to pray for breaking the chains between them and their freedom.,Real
1722,LHC directs NA speaker to administer oath to Punjab CM-elect Hamza,The Lahore High Court (LHC) on Friday directed National Assembly Speaker Raja Pervez Ashraf to administer the oath to Punjab Chief Minister-elect Hamza Shehbaz tomorrow (Saturday) at 11:30am.,Real
1723,Imran distances himself from sloganeering at Masjid-i-Nabwi calls it spontaneous public reaction,"Former prime minister and PTI chairman Imran Khan has distanced himself from the pilgrims who hounded and chanted slogans against Prime Minister Shehbaz Sharif and his delegation during their visit to Masjid-e-Nabwi on Thursday saying he could not even imagine of asking anyone to carry out sloganeering at the sacred place.
",Real
1724,ECP dismisses PTI plea seeking Yousuf Raza Gilanis disqualification,The Election Commission of Pakistan (ECP) on Friday dismissed PTI lawmakers petition to disqualify Senator Yousuf Raza Gilani over corrupt practices saying he had no link to the case.,Real
1725,PM reiterates support for Palestinian state,Prime Minister Shehbaz Sharif has reiterated Pakistan?s support for the global pledge of an independent state of Palestine and expressed solidarity for the brave Palestinian people.,Real
1726,Govt probing treason case against Alvi Imran,Federal Minister for Law Azam Nazeer Tarar has confirmed that the federal government is considering filing treason cases against President Dr Arif Alvi and former prime minister Imran Khan.,Real
1727,Qasim Suri seeks police action after being attacked at Islamabad eatery,Former National Assembly deputy speaker Qasim Suri has approached police seeking action against a group of unidentified men who he said attacked him and his companions while they were having Sehri at an eatery in Islamabads Kohsar market early Friday morning.,Real
1728,PM offers Friday prayers in Masjid-e-Nabavi,Prime Minister Shehbaz Sharif arrived in the Saudi port city of Jeddah on Friday on the second day of his three-day visit to the kingdom after offering the Friday prayers in the Masjid-e-Nabavi (PBUH) and paying his respects at the Roza-e-Rasool (PBUH).,Real
1729,ECP seeks publication of 7th census results by year?s end,The Election Commission of Pakistan (ECP) has asked the government to publish official results of the seventh population and housing census by year end.,Real
1730,Speaker seeks nominations for electoral reforms body, Speaker Raja Pervaiz Ashraf has written letters to all the parliamentary leaders of parties in the National Assembly asking them for nominations for the parliamentary committee on electoral reforms.,Real
1731,Hamza finally sworn in as Punjab CM,After a long drawn-out legal and political battle PML-N leader Hamza Shehbaz the son of Prime Minister Shehbaz Sharif on Saturday was finally sworn-in as the Punjab chief minister ? hours after Governor Omar Sarfraz Cheema dismissed former provincial chief executive Usman Buzdar?s resignation saying it was not constitutionally valid.,Real
1732,LHC asks CJ to form larger bench on PTI?s appeal,The Lahore High Court division bench on Saturday referred the PTI?s intra-court appeal against its decision ? directing the National Assembly speaker to administer oath to Punjab chief minister-elect Hamza Shehbaz Sharif ? to Chief Justice Muhammad Ameer Bhatti with a recommendation to form a larger bench comprising five or more judges to hear the matter.,Real
1733,Hostile enemies behind KU attack to sabotage CPEC says Alvi in visit to Chinese embassy,President Arif Alvi on Saturday said the hostile intent of our enemies was behind the suicide attack that targeted Chinese instructors at Karachi University which he said was a bid to sabotage the China-Pakistan Economic Corridor (CPEC) and harm the friendship between the two nations.,Real
1734,Marriyum Fawad trade barbs over Hamza?s oath,Hours after PML-N leader Hamza Shahbaz was sworn in as the chief minister of Punjab capping a long drawn legal and political battle PTI leader Fawad Chaudhry called for immediate termination of the oath urging the Chief Justice of Pakistan to step the constitutional crisis before it deepens further.,Real
1735,Imran other PTI bigwigs booked for blasphemy,An FIR under blasphemy laws was lodged against PTI chief and former prime minister Imran Khan and other leaders of the previous government in Faisalabad it surfaced on Sunday over the recent incident of pilgrims apparently supporters of the party surrounding Prime Minister Shehbaz Sharifs delegation in Masjid-i-Nabwi and shouting slogans.,Real
